,URL,Datetime,Tweet Id,Content,Username
5,https://twitter.com/ChorizoPolonio/status/1515721785764888586,2022-04-17 16:00:09+00:00,1515721785764888586,"b'@DENTRO_MADRID Las vacunas no son profil\xc3\xa1cticas, as\xc3\xad q no s\xc3\xa9 qu\xc3\xa9 demonios diferenciar\xc3\xada a los q lo est\xc3\xa1n de los q no lo est\xc3\xa1n ( en caso de q covid y hepatitis estuvieran relacionados cosa q no est\xc3\xa1 probada ) \xf0\x9f\x98\xa9'",ChorizoPolonio
6,https://twitter.com/adriteixeirac/status/1515718990349357062,2022-04-17 15:49:02+00:00,1515718990349357062,b'@RafaelFontana Tem mais de 2 anos desde q tudo come\xc3\xa7ou e ainda est\xc3\xa3o nessa de q covid \xc3\xa9 passado p animais dom\xc3\xa9sticos\xf0\x9f\x99\x84 Que desumano fazer isso mds',adriteixeirac
7,https://twitter.com/adios_corona/status/1515708536503758850,2022-04-17 15:07:30+00:00,1515708536503758850,b'Q)COVID-19\xe3\x81\xae\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x81\xaf\xe6\x84\x9f\xe6\x9f\x93\xe6\x99\x82\xe3\x81\xae\xe6\x84\x9f\xe6\x9f\x93\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe9\x87\x8f\xe3\x81\xab\xe4\xbe\x9d\xe5\xad\x98\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\nA)\xe5\xa4\x9a\xe3\x81\x8f\xe3\x81\xae\xe8\xa6\xb3\xe5\xaf\x9f\xe3\x81\xaf\xe3\x80\x81\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x81\x8c\xe6\x84\x9f\xe6\x9f\x93\xe3\x82\xa6\xe3\x82\xa3\xe3\x83\xab\xe3\x82\xb9\xe9\x87\x8f\xe3\x81\xab\xe4\xbe\x9d\xe5\xad\x98\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x82\x92\xe7\xa4\xba\xe5\x94\x86\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe7\x9d\x80\xe3\x81\x91\xe3\x82\x8b\xe3\x81\xa8\xe6\x84\x9f\xe6\x9f\x93\xe9\x98\xb2\xe5\xbe\xa1\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xa7\xe3\x81\xaa\xe3\x81\x8f\xe6\x84\x9f\xe6\x9f\x93\xe3\x81\x97\xe3\x81\x9f\xe9\x9a\x9b\xe3\x81\xae\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x82\x82\xe4\xbd\x8e\xe4\xb8\x8b\xe3\x81\x95\xe3\x81\x9b\xe3\x82\x8b\xe3\x82\x88\xe3\x81\x86\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe8\x87\xaa\xe5\x88\x86\xe3\x82\x84\xe4\xbb\x96\xe4\xba\xba\xe3\x81\xb8\xe3\x81\xae\xe6\x84\x9f\xe6\x9f\x93\xe3\x82\x84\xe9\x87\x8d\xe7\x97\x87\xe5\x8c\x96\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe6\xb8\x9b\xe3\x82\x89\xe3\x81\x99\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xab\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xaf\xe7\x9d\x80\xe7\x94\xa8\xe3\x81\x8c\xe9\x87\x8d\xe8\xa6\x81\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82',adios_corona
8,https://twitter.com/adios_corona/status/1515693445071110146,2022-04-17 14:07:32+00:00,1515693445071110146,b'Q)COVID-19\xe3\x81\xa7\xe6\xad\xbb\xe4\xba\xa1\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe9\xab\x98\xe3\x82\x81\xe3\x82\x8b\xe8\xa6\x81\xe5\x9b\xa0\xe3\x81\xaf\xe4\xbd\x95\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\nA)COVID-19\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8b\xe6\xad\xbb\xe4\xba\xa1\xe3\x81\xae\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe9\xab\x98\xe3\x82\x81\xe3\x82\x8b\xe8\xa6\x81\xe5\x9b\xa0\xe3\x81\xaf\xe3\x80\x81\xe5\xb9\xb4\xe9\xbd\xa2\xe3\x81\xa8\xe3\x80\x81\xe7\xb3\x96\xe5\xb0\xbf\xe7\x97\x85\xe3\x80\x81\xe9\xab\x98\xe8\xa1\x80\xe5\x9c\xa7\xe3\x80\x81\xe5\xbf\x83\xe8\xa1\x80\xe7\xae\xa1\xe7\x96\xbe\xe6\x82\xa3\xe3\x80\x81\xe8\x82\xa5\xe6\xba\x80\xe3\x80\x81\xe8\x85\x8e\xe4\xb8\x8d\xe5\x85\xa8\xe3\x81\xaa\xe3\x81\xa9\xe3\x81\xae\xe7\x96\xbe\xe6\x82\xa3\xe3\x82\x92\xe3\x82\x82\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe6\x80\xa7\xe5\x88\xa5\xe3\x81\xa7\xe3\x81\xaf\xe3\x80\x81\xe7\x94\xb7\xe6\x80\xa7\xe3\x81\xaf\xe5\xa5\xb3\xe6\x80\xa7\xe3\x82\x88\xe3\x82\x8a\xe3\x82\x82\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x81\x8c\xe9\xab\x98\xe3\x81\x84\xe3\x81\x93\xe3\x81\xa8\xe3\x81\x8c\xe3\x82\xa2\xe3\x82\xb8\xe3\x82\xa2\xe3\x80\x81\xe3\x83\xa8\xe3\x83\xbc\xe3\x83\xad\xe3\x83\x83\xe3\x83\x91\xe3\x80\x81\xe7\xb1\xb3\xe5\x9b\xbd\xe3\x81\xa7\xe8\xa6\xb3\xe5\xaf\x9f\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82',adios_corona
9,https://twitter.com/LuizBorgesCWB/status/1515692900469911555,2022-04-17 14:05:22+00:00,1515692900469911555,"b'@comecuzao @LeviKaique Jamais!!! Ele me perdeu total quando fez aquele pronunciamento em 2020, insinuando q covid nao era nada, uma porra de uma gripizinha...'",LuizBorgesCWB
10,https://twitter.com/adios_corona/status/1515678355307507715,2022-04-17 13:07:34+00:00,1515678355307507715,b'Q)COVID-19\xe3\x81\xab\xe9\x81\xba\xe4\xbc\x9d\xe7\x9a\x84\xe8\xa6\x81\xe5\x9b\xa0\xe3\x81\xaf\xe3\x81\x82\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\nA)\xe3\x81\xaa\xe3\x81\x9c\xe5\xa4\x9a\xe3\x81\x8f\xe3\x81\xae\xe4\xba\xba\xe3\x81\xaf\xe7\x84\xa1\xe7\x97\x87\xe7\x8a\xb6\xe3\x81\xa7\xe3\x80\x81\xe3\x81\x82\xe3\x82\x8b\xe4\xba\xba\xe3\x81\xaf\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x95\xe3\x83\xab\xe3\x82\xa8\xe3\x83\xb3\xe3\x82\xb6\xe3\x81\xae\xe3\x82\x88\xe3\x81\x86\xe3\x81\xaa\xe7\x97\x87\xe7\x8a\xb6\xe3\x82\x92\xe7\xa4\xba\xe3\x81\x97\xe3\x80\x81\xe5\x91\xbc\xe5\x90\xb8\xe5\x9b\xb0\xe9\x9b\xa3\xe3\x81\xa7\xe5\x85\xa5\xe9\x99\xa2\xe3\x81\x99\xe3\x82\x8b\xe4\xba\xba\xe3\x82\x82\xe3\x81\x84\xe3\x82\x8c\xe3\x81\xb0\xe3\x80\x81\xe6\x84\x9f\xe6\x9f\x93\xe8\x80\x85\xe3\x81\xae1\xef\xbc\x85\xe6\x9c\xaa\xe6\xba\x80\xe3\x81\x8c\xe6\xad\xbb\xe4\xba\xa1\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe3\x81\xaa\xe3\x81\x9c\xe3\x81\x93\xe3\x82\x93\xe3\x81\xaa\xe3\x81\xab\xe5\xa4\x9a\xe6\xa7\x98\xe3\x81\xaa\xe3\x81\xae\xe3\x81\x8b\xef\xbc\x9f\xe9\x81\xba\xe4\xbc\x9d\xe7\x9a\x84\xe8\xa6\x81\xe5\x9b\xa0\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8a\xe6\x84\x9f\xe5\x8f\x97\xe6\x80\xa7\xe3\x83\xbb\xe8\x80\x90\xe6\x80\xa7\xe3\x81\x8c\xe7\x95\xb0\xe3\x81\xaa\xe3\x82\x8b\xe5\x8f\xaf\xe8\x83\xbd\xe6\x80\xa7\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8c\xe3\x80\x81\xe8\xa8\xbc\xe6\x98\x8e\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x80\x82',adios_corona
11,https://twitter.com/Pocholinnn/status/1515569514099843082,2022-04-17 05:55:04+00:00,1515569514099843082,b'q covid de mierda',Pocholinnn
12,https://twitter.com/adios_corona/status/1515557561369387008,2022-04-17 05:07:34+00:00,1515557561369387008,b'Q)COVID-19\xe3\x81\xae\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x81\xaf\xe6\x84\x9f\xe6\x9f\x93\xe3\x81\x97\xe3\x81\x9f\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe9\x87\x8f\xe3\x81\xab\xe4\xbe\x9d\xe5\xad\x98\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\nA)\xe5\xa4\x9a\xe3\x81\x8f\xe3\x81\xae\xe8\xa6\xb3\xe5\xaf\x9f\xe7\xb5\x90\xe6\x9e\x9c\xe3\x81\xaf\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x81\x8c\xe6\x84\x9f\xe6\x9f\x93\xe9\x87\x8f\xe3\x81\xab\xe4\xbe\x9d\xe5\xad\x98\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x82\x92\xe7\xa4\xba\xe5\x94\x86\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe7\x9d\x80\xe7\x94\xa8\xe3\x81\x99\xe3\x82\x8b\xe3\x81\xa8\xe6\x84\x9f\xe6\x9f\x93\xe4\xba\x88\xe9\x98\xb2\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xa7\xe3\x81\xaa\xe3\x81\x8f\xe6\x84\x9f\xe6\x9f\x93\xe3\x81\x97\xe3\x81\x9f\xe5\xa0\xb4\xe5\x90\x88\xe3\x81\xae\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x82\x82\xe4\xbd\x8e\xe4\xb8\x8b\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe6\x84\x9f\xe6\x9f\x93\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe6\xb8\x9b\xe3\x82\x89\xe3\x81\x97\xe3\x80\x81\xe4\xbb\x96\xe4\xba\xba\xe3\x82\x92\xe4\xbf\x9d\xe8\xad\xb7\xe3\x81\x97\xe3\x80\x81\xe9\x87\x8d\xe7\x97\x87\xe5\x8c\x96\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe6\xb8\x9b\xe3\x82\x89\xe3\x81\x99\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xab\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xaf\xe7\x9d\x80\xe7\x94\xa8\xe3\x81\x8c\xe9\x87\x8d\xe8\xa6\x81\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82',adios_corona
13,https://twitter.com/nic_macedo/status/1515547129506324482,2022-04-17 04:26:07+00:00,1515547129506324482,"b'@nickymitrava DOEN\xc3\x87A SER\xc3\x8dSSIMA, MAIS DIF\xc3\x8dCIL D TRATAR Q COVID, C\xc3\x8a \xc3\x89 LOKO!! Necess\xc3\xa1rio tratamento intensivo a\xc3\xad viu, tvz nem ressolva ainda...'",nic_macedo
14,https://twitter.com/pudimelancolico/status/1515528534189658114,2022-04-17 03:12:14+00:00,1515528534189658114,b'@phellipe_torres credo sai daq essa doen\xc3\xa7a \xc3\xa9 pior q covid',pudimelancolico
15,https://twitter.com/omarciano101/status/1515502389448613892,2022-04-17 01:28:20+00:00,1515502389448613892,b'@erikakokay Expectativa\nLula defende o povo\n\nRealidade\nRel\xc3\xb3gio de 80mil reias\nClasse m\xc3\xa9dia com limite para comprar\nAborto liberado\nE ele ainda disse q covid foi um presente da natureza.',omarciano101
16,https://twitter.com/gokcjin/status/1515482502135271432,2022-04-17 00:09:19+00:00,1515482502135271432,"b'@eja_culei Q COVID OQ KKKKKK, NUNCA PEGUEI TA DOIDO'",gokcjin
17,https://twitter.com/adios_corona/status/1515466973907349504,2022-04-16 23:07:37+00:00,1515466973907349504,b'*Q)COVID-19\xe3\x81\xae\xe6\x82\xa3\xe8\x80\x85\xe3\x81\x8b\xe3\x82\x89\xe3\x82\xa6\xe3\x82\xa3\xe3\x83\xab\xe3\x82\xb9\xe3\x81\xaf\xe5\x88\x86\xe9\x9b\xa2\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x81\x8b\xef\xbc\x9f\n*A)\xe6\x9d\xb1\xe4\xba\xac\xe9\x83\xbd\xe5\x81\xa5\xe5\xba\xb7\xe5\xae\x89\xe5\x85\xa8\xe7\xa0\x94\xe7\xa9\xb6\xe3\x82\xbb\xe3\x83\xb3\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xaf\xe6\x82\xa3\xe8\x80\x85\xe3\x81\x8b\xe3\x82\x89\xe6\x96\xb0\xe5\x9e\x8b\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a\xe3\x82\xa6\xe3\x82\xa3\xe3\x83\xab\xe3\x82\xb9\xe3\x82\x92\xe5\x88\x86\xe9\x9b\xa2\xe3\x81\x97\xe9\x9b\xbb\xe5\xad\x90\xe9\xa1\x95\xe5\xbe\xae\xe9\x8f\xa1\xe3\x81\xa7\xe6\x92\xae\xe5\xbd\xb1\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82\xe3\x81\xbe\xe3\x81\x9f\xe5\xa1\xa9\xe5\x9f\xba\xe9\x85\x8d\xe5\x88\x97\xe3\x82\x92\xe8\xa7\xa3\xe8\xaa\xad\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82\nhttps://t.co/k05RECAbxh\nhttps://t.co/JAeIaXiFjX',adios_corona
18,https://twitter.com/adios_corona/status/1515414515537436677,2022-04-16 19:39:10+00:00,1515414515537436677,b'Q)COVID-19\xe3\x82\x92\xe5\xad\x90\xe4\xbe\x9b\xe3\x81\xab\xe3\x81\xa9\xe3\x81\x86\xe8\xaa\xac\xe6\x98\x8e\xe3\x81\x99\xe3\x82\x8c\xe3\x81\xb0\xe3\x82\x88\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\nA)\xe5\xad\x90\xe4\xbe\x9b\xe3\x81\xaf\xe5\xa4\xa7\xe4\xba\xba\xe3\x81\xae\xe6\x84\x9f\xe6\x83\x85\xe3\x82\x92\xe5\xbc\xb7\xe3\x81\x8f\xe6\x84\x9f\xe3\x81\x98\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe4\xb8\x8d\xe5\xae\x89\xe3\x82\x92\xe9\x9a\xa0\xe3\x81\x97\xe3\x81\x9f\xe3\x82\x8a\xe5\x98\x98\xe3\x82\x92\xe3\x81\xa4\xe3\x81\x8f\xe3\x81\xa8\xe6\x82\xaa\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x82\x8b\xe5\x8f\xaf\xe8\x83\xbd\xe6\x80\xa7\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe6\x84\x9f\xe6\x83\x85\xe3\x82\x92\xe8\xa8\x80\xe8\x91\x89\xe3\x81\xa7\xe8\xa1\xa8\xe7\x8f\xbe\xe3\x81\x97\xe3\x80\x81\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe3\x81\xa8\xe3\x81\xaf\xe4\xbd\x95\xe3\x81\x8b\xe3\x80\x81\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe3\x81\x8b\xe3\x82\x89\xe8\xba\xab\xe3\x82\x92\xe5\xae\x88\xe3\x82\x8b\xe6\x96\xb9\xe6\xb3\x95\xe3\x82\x92\xe8\xaa\xac\xe6\x98\x8e\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x81\x8c\xe9\x87\x8d\xe8\xa6\x81\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe5\xad\x90\xe4\xbe\x9b\xe3\x81\xae\xe6\x89\xb9\xe5\x88\xa4\xe7\x9a\x84\xe6\x80\x9d\xe8\x80\x83\xe3\x82\x92\xe8\xa8\x93\xe7\xb7\xb4\xe3\x81\x99\xe3\x82\x8b\xe6\xa9\x9f\xe4\xbc\x9a\xe3\x81\xa7\xe3\x82\x82\xe3\x81\x82\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82',adios_corona
19,https://twitter.com/adios_corona/status/1515369209848791040,2022-04-16 16:39:08+00:00,1515369209848791040,b'Q)COVID-19\xe3\x81\xae\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x81\xaf\xe6\x84\x9f\xe6\x9f\x93\xe6\x99\x82\xe3\x81\xae\xe6\x84\x9f\xe6\x9f\x93\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe9\x87\x8f\xe3\x81\xab\xe4\xbe\x9d\xe5\xad\x98\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\nA)\xe5\xa4\x9a\xe3\x81\x8f\xe3\x81\xae\xe8\xa6\xb3\xe5\xaf\x9f\xe3\x81\xaf\xe3\x80\x81\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x81\x8c\xe6\x84\x9f\xe6\x9f\x93\xe3\x82\xa6\xe3\x82\xa3\xe3\x83\xab\xe3\x82\xb9\xe9\x87\x8f\xe3\x81\xab\xe4\xbe\x9d\xe5\xad\x98\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x93\xe3\x81\xa8\xe3\x82\x92\xe7\xa4\xba\xe5\x94\x86\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe7\x9d\x80\xe3\x81\x91\xe3\x82\x8b\xe3\x81\xa8\xe6\x84\x9f\xe6\x9f\x93\xe9\x98\xb2\xe5\xbe\xa1\xe3\x81\xa0\xe3\x81\x91\xe3\x81\xa7\xe3\x81\xaa\xe3\x81\x8f\xe6\x84\x9f\xe6\x9f\x93\xe3\x81\x97\xe3\x81\x9f\xe9\x9a\x9b\xe3\x81\xae\xe9\x87\x8d\xe7\x97\x87\xe5\xba\xa6\xe3\x82\x82\xe4\xbd\x8e\xe4\xb8\x8b\xe3\x81\x95\xe3\x81\x9b\xe3\x82\x8b\xe3\x82\x88\xe3\x81\x86\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe8\x87\xaa\xe5\x88\x86\xe3\x82\x84\xe4\xbb\x96\xe4\xba\xba\xe3\x81\xb8\xe3\x81\xae\xe6\x84\x9f\xe6\x9f\x93\xe3\x82\x84\xe9\x87\x8d\xe7\x97\x87\xe5\x8c\x96\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe6\xb8\x9b\xe3\x82\x89\xe3\x81\x99\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xab\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xaf\xe7\x9d\x80\xe7\x94\xa8\xe3\x81\x8c\xe9\x87\x8d\xe8\xa6\x81\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82',adios_corona
